R(  2)	Z(  2)	R(  4)	Z(  4)	R(  6)	Z(  6)	R(  9)	Z(  9)	R( 13)	Z( 13)	R( 18)	Z( 18)	R( 24)	Z( 24)	R( 30)	Z( 30)	R( 37)	Z( 37)	R( 45)	Z( 45)	R( 54)	Z( 54)	R( 64)	Z( 64)	R( 74)	Z( 74)	R( 85)	Z( 85)	R( 97)	Z( 97)
 1.812516E+00	 5.234394E-09	 1.770013E+00	 8.972001E-09	 1.739052E+00	 1.154232E-08	 1.701243E+00	 1.453011E-08	 1.659728E+00	 1.769104E-08	 1.616691E+00	 2.092985E-08	 1.573473E+00	 2.421626E-08	 1.536486E+00	 2.709370E-08	 1.498871E+00	 3.010171E-08	 1.461181E+00	 3.321190E-08	 1.423824E+00	 3.642734E-08	 1.387488E+00	 3.984132E-08	 1.356354E+00	 4.330068E-08	 1.328258E+00	 4.742273E-08	 1.307754E+00	 5.518602E-08
 1.812610E+00	-4.680489E-03	 1.770162E+00	-8.023434E-03	 1.739236E+00	-1.032232E-02	 1.701462E+00	-1.299468E-02	 1.659982E+00	-1.582201E-02	 1.616979E+00	-1.871916E-02	 1.573794E+00	-2.165907E-02	 1.536834E+00	-2.423325E-02	 1.499245E+00	-2.692434E-02	 1.461583E+00	-2.970697E-02	 1.424256E+00	-3.258400E-02	 1.387959E+00	-3.563973E-02	 1.356881E+00	-3.873976E-02	 1.328882E+00	-4.244275E-02	 1.308618E+00	-4.936144E-02
 1.812892E+00	-9.341952E-03	 1.770610E+00	-1.601919E-02	 1.739785E+00	-2.061090E-02	 1.702119E+00	-2.594915E-02	 1.660745E+00	-3.159758E-02	 1.617847E+00	-3.738640E-02	 1.574761E+00	-4.326172E-02	 1.537880E+00	-4.840690E-02	 1.500371E+00	-5.378642E-02	 1.462789E+00	-5.934962E-02	 1.425550E+00	-6.510287E-02	 1.389358E+00	-7.121829E-02	 1.358421E+00	-7.743861E-02	 1.330661E+00	-8.490880E-02	 1.310979E+00	-9.861933E-02
 1.813364E+00	-1.396520E-02	 1.771356E+00	-2.395837E-02	 1.740699E+00	-3.083050E-02	 1.703214E+00	-3.882094E-02	 1.662023E+00	-4.727719E-02	 1.619302E+00	-5.594587E-02	 1.576383E+00	-6.474656E-02	 1.539638E+00	-7.245546E-02	 1.502260E+00	-8.051719E-02	 1.464809E+00	-8.885612E-02	 1.427701E+00	-9.748255E-02	 1.391649E+00	-1.066588E-01	 1.360870E+00	-1.160123E-01	 1.333359E+00	-1.272928E-01	 1.314264E+00	-1.476857E-01
 1.814025E+00	-1.853115E-02	 1.772397E+00	-3.181044E-02	 1.741978E+00	-4.094326E-02	 1.704751E+00	-5.156336E-02	 1.663822E+00	-6.280535E-02	 1.621355E+00	-7.433361E-02	 1.578675E+00	-8.604161E-02	 1.542122E+00	-9.630050E-02	 1.504928E+00	-1.070323E-01	 1.467653E+00	-1.181368E-01	 1.430709E+00	-1.296283E-01	 1.394795E+00	-1.418572E-01	 1.364117E+00	-1.543292E-01	 1.336706E+00	-1.693806E-01	 1.317890E+00	-1.964665E-01
 1.814871E+00	-2.302146E-02	 1.773731E+00	-3.954364E-02	 1.743622E+00	-5.090819E-02	 1.706735E+00	-6.412435E-02	 1.666150E+00	-7.811836E-02	 1.624019E+00	-9.247402E-02	 1.581652E+00	-1.070592E-01	 1.545351E+00	-1.198440E-01	 1.508395E+00	-1.332231E-01	 1.471339E+00	-1.470727E-01	 1.434581E+00	-1.614113E-01	 1.398779E+00	-1.766735E-01	 1.368091E+00	-1.922307E-01	 1.340521E+00	-2.109702E-01	 1.321582E+00	-2.448012E-01
 1.815897E+00	-2.741886E-02	 1.775358E+00	-4.712566E-02	 1.745635E+00	-6.068142E-02	 1.709173E+00	-7.644679E-02	 1.669019E+00	-9.314463E-02	 1.627306E+00	-1.102799E-01	 1.585332E+00	-1.276955E-01	 1.549343E+00	-1.429669E-01	 1.512683E+00	-1.589544E-01	 1.475890E+00	-1.755114E-01	 1.439341E+00	-1.926616E-01	 1.403620E+00	-2.109244E-01	 1.372801E+00	-2.295355E-01	 1.344805E+00	-2.519166E-01	 1.325538E+00	-2.924071E-01
 1.817094E+00	-3.170681E-02	 1.777276E+00	-5.452438E-02	 1.748021E+00	-7.021785E-02	 1.712072E+00	-8.847146E-02	 1.672435E+00	-1.078091E-01	 1.631227E+00	-1.276585E-01	 1.589727E+00	-1.478385E-01	 1.554118E+00	-1.655392E-01	 1.517813E+00	-1.840758E-01	 1.481336E+00	-2.032802E-01	 1.445027E+00	-2.231828E-01	 1.409373E+00	-2.443915E-01	 1.378338E+00	-2.660207E-01	 1.349747E+00	-2.920365E-01	 1.330308E+00	-3.388906E-01
 1.818456E+00	-3.586827E-02	 1.779486E+00	-6.170882E-02	 1.750782E+00	-7.947462E-02	 1.715435E+00	-1.001426E-01	 1.676406E+00	-1.220418E-01	 1.635792E+00	-1.445240E-01	 1.594855E+00	-1.673848E-01	 1.559696E+00	-1.874409E-01	 1.523812E+00	-2.084490E-01	 1.487710E+00	-2.302197E-01	 1.451690E+00	-2.527907E-01	 1.416122E+00	-2.768601E-01	 1.384844E+00	-3.014344E-01	 1.355639E+00	-3.310246E-01	 1.336472E+00	-3.838549E-01
 1.819980E+00	-3.988469E-02	 1.781986E+00	-6.865055E-02	 1.753914E+00	-8.841523E-02	 1.719261E+00	-1.114141E-01	 1.680938E+00	-1.357857E-01	 1.641016E+00	-1.608084E-01	 1.600735E+00	-1.862558E-01	 1.566102E+00	-2.085843E-01	 1.530715E+00	-2.319760E-01	 1.495062E+00	-2.562205E-01	 1.459398E+00	-2.813617E-01	 1.423970E+00	-3.081820E-01	 1.392483E+00	-3.355767E-01	 1.362742E+00	-3.685606E-01	 1.344263E+00	-4.270727E-01
 1.821665E+00	-4.373594E-02	 1.784772E+00	-7.532463E-02	 1.757409E+00	-9.701123E-02	 1.723550E+00	-1.222504E-01	 1.686041E+00	-1.489982E-01	 1.646920E+00	-1.764642E-01	 1.607399E+00	-2.044016E-01	 1.573379E+00	-2.289193E-01	 1.538576E+00	-2.546080E-01	 1.503461E+00	-2.812366E-01	 1.468246E+00	-3.088528E-01	 1.433041E+00	-3.383153E-01	 1.401410E+00	-3.683952E-01	 1.371192E+00	-4.045515E-01	 1.353354E+00	-4.686260E-01
 1.823514E+00	-4.740176E-02	 1.787835E+00	-8.170826E-02	 1.761262E+00	-1.052380E-01	 1.728304E+00	-1.326205E-01	 1.691733E+00	-1.616416E-01	 1.653536E+00	-1.914505E-01	 1.614893E+00	-2.217825E-01	 1.581586E+00	-2.484100E-01	 1.547471E+00	-2.763163E-01	 1.513005E+00	-3.052492E-01	 1.478354E+00	-3.352609E-01	 1.443484E+00	-3.672867E-01	 1.411773E+00	-3.999785E-01	 1.381000E+00	-4.392279E-01	 1.362921E+00	-5.089037E-01
 1.825525E+00	-5.086387E-02	 1.791165E+00	-8.777612E-02	 1.765470E+00	-1.130650E-01	 1.733531E+00	-1.424836E-01	 1.698031E+00	-1.736645E-01	 1.660893E+00	-2.057074E-01	 1.623259E+00	-2.383335E-01	 1.590783E+00	-2.669888E-01	 1.557480E+00	-2.970323E-01	 1.523795E+00	-3.281924E-01	 1.489851E+00	-3.605290E-01	 1.455447E+00	-3.950706E-01	 1.423707E+00	-4.303928E-01	 1.392148E+00	-4.728996E-01	 1.371971E+00	-5.484015E-01
 1.827692E+00	-5.410763E-02	 1.794759E+00	-9.349439E-02	 1.770033E+00	-1.204451E-01	 1.739235E+00	-1.517767E-01	 1.704941E+00	-1.849863E-01	 1.669000E+00	-2.191352E-01	 1.632517E+00	-2.539334E-01	 1.600996E+00	-2.845147E-01	 1.568644E+00	-3.165942E-01	 1.535890E+00	-3.498824E-01	 1.502811E+00	-3.844534E-01	 1.469022E+00	-4.214554E-01	 1.437310E+00	-4.594576E-01	 1.404685E+00	-5.055187E-01	 1.379786E+00	-5.873680E-01
 1.830006E+00	-5.712224E-02	 1.798611E+00	-9.881825E-02	 1.774950E+00	-1.273123E-01	 1.745406E+00	-1.604136E-01	 1.712440E+00	-1.954971E-01	 1.677823E+00	-2.315936E-01	 1.642624E+00	-2.684039E-01	 1.612183E+00	-3.007714E-01	 1.580916E+00	-3.347417E-01	 1.549240E+00	-3.700091E-01	 1.517182E+00	-4.066676E-01	 1.484167E+00	-4.460054E-01	 1.452577E+00	-4.866497E-01	 1.418714E+00	-5.364380E-01	 1.386279E+00	-6.254450E-01
 1.832453E+00	-5.989957E-02	 1.802720E+00	-1.036969E-01	 1.780210E+00	-1.335925E-01	 1.752013E+00	-1.682994E-01	 1.720470E+00	-2.050785E-01	 1.687280E+00	-2.429307E-01	 1.653475E+00	-2.815484E-01	 1.624213E+00	-3.155163E-01	 1.594139E+00	-3.511778E-01	 1.563659E+00	-3.882126E-01	 1.532750E+00	-4.267357E-01	 1.500652E+00	-4.681751E-01	 1.469325E+00	-5.112463E-01	 1.434265E+00	-5.646080E-01	 1.392102E+00	-6.614842E-01
 1.835022E+00	-6.243236E-02	 1.807072E+00	-1.080860E-01	 1.785786E+00	-1.392232E-01	 1.759003E+00	-1.753571E-01	 1.728947E+00	-2.136371E-01	 1.697251E+00	-2.530285E-01	 1.664914E+00	-2.932148E-01	 1.636896E+00	-3.285623E-01	 1.608083E+00	-3.656733E-01	 1.578866E+00	-4.042140E-01	 1.549180E+00	-4.443166E-01	 1.518104E+00	-4.875238E-01	 1.487195E+00	-5.326319E-01	 1.451174E+00	-5.890627E-01	 1.398463E+00	-6.936721E-01
 1.837701E+00	-6.471289E-02	 1.811648E+00	-1.119616E-01	 1.791640E+00	-1.441733E-01	 1.766316E+00	-1.815505E-01	 1.737786E+00	-2.211318E-01	 1.707624E+00	-2.618390E-01	 1.676796E+00	-3.033462E-01	 1.650053E+00	-3.398434E-01	 1.622527E+00	-3.781512E-01	 1.594594E+00	-4.179238E-01	 1.566152E+00	-4.593011E-01	 1.536144E+00	-5.038990E-01	 1.505786E+00	-5.505573E-01	 1.469133E+00	-6.093061E-01	 1.406752E+00	-7.199681E-01
 1.840480E+00	-6.673259E-02	 1.816421E+00	-1.153265E-01	 1.797733E+00	-1.484505E-01	 1.773905E+00	-1.868901E-01	 1.746932E+00	-2.275795E-01	 1.718335E+00	-2.693905E-01	 1.689044E+00	-3.119880E-01	 1.663592E+00	-3.494241E-01	 1.637360E+00	-3.886993E-01	 1.610710E+00	-4.294575E-01	 1.583504E+00	-4.718349E-01	 1.554578E+00	-5.174705E-01	 1.524860E+00	-5.651856E-01	 1.487915E+00	-6.253533E-01	 1.418129E+00	-7.387128E-01
 1.843351E+00	-6.848266E-02	 1.821365E+00	-1.182043E-01	 1.804038E+00	-1.520902E-01	 1.781750E+00	-1.914184E-01	 1.756378E+00	-2.330328E-01	 1.729389E+00	-2.757569E-01	 1.701676E+00	-3.192464E-01	 1.677546E+00	-3.574453E-01	 1.652634E+00	-3.975010E-01	 1.627282E+00	-4.390491E-01	 1.601324E+00	-4.822105E-01	 1.573505E+00	-5.285956E-01	 1.544516E+00	-5.769191E-01	 1.507623E+00	-6.375111E-01	 1.433252E+00	-7.491755E-01
 1.846309E+00	-6.995506E-02	 1.826461E+00	-1.206235E-01	 1.810539E+00	-1.551335E-01	 1.789854E+00	-1.951822E-01	 1.766155E+00	-2.375462E-01	 1.740849E+00	-2.810103E-01	 1.714792E+00	-3.252227E-01	 1.692051E+00	-3.640390E-01	 1.668526E+00	-4.047260E-01	 1.644540E+00	-4.469126E-01	 1.619900E+00	-4.906953E-01	 1.593279E+00	-5.376058E-01	 1.565171E+00	-5.861467E-01	 1.528728E+00	-6.461562E-01	 1.452216E+00	-7.518178E-01
 1.849345E+00	-7.114365E-02	 1.831695E+00	-1.226006E-01	 1.817235E+00	-1.576046E-01	 1.798236E+00	-1.982081E-01	 1.776307E+00	-2.411465E-01	 1.752792E+00	-2.851842E-01	 1.728506E+00	-3.299624E-01	 1.707262E+00	-3.692632E-01	 1.685243E+00	-4.104469E-01	 1.662751E+00	-4.531375E-01	 1.639570E+00	-4.974004E-01	 1.614322E+00	-5.446442E-01	 1.587333E+00	-5.930669E-01	 1.551804E+00	-6.516467E-01	 1.474682E+00	-7.481637E-01
 1.852450E+00	-7.204495E-02	 1.837058E+00	-1.241315E-01	 1.824123E+00	-1.595006E-01	 1.806902E+00	-2.004925E-01	 1.786855E+00	-2.438256E-01	 1.765256E+00	-2.882644E-01	 1.742881E+00	-3.334450E-01	 1.723268E+00	-3.730896E-01	 1.702907E+00	-4.146248E-01	 1.682077E+00	-4.576707E-01	 1.660542E+00	-5.022579E-01	 1.636892E+00	-5.496368E-01	 1.611303E+00	-5.976554E-01	 1.577140E+00	-6.543003E-01	 1.500102E+00	-7.403250E-01
 1.855611E+00	-7.265824E-02	 1.842538E+00	-1.251943E-01	 1.831189E+00	-1.607964E-01	 1.815833E+00	-2.020093E-01	 1.797773E+00	-2.455528E-01	 1.778213E+00	-2.902092E-01	 1.757888E+00	-3.356120E-01	 1.740039E+00	-3.754412E-01	 1.721488E+00	-4.171588E-01	 1.702490E+00	-4.603809E-01	 1.682789E+00	-5.051013E-01	 1.660952E+00	-5.523881E-01	 1.636997E+00	-5.997535E-01	 1.604509E+00	-6.543379E-01	 1.527922E+00	-7.303717E-01
 1.858815E+00	-7.298482E-02	 1.848112E+00	-1.257622E-01	 1.838401E+00	-1.614595E-01	 1.824980E+00	-2.027274E-01	 1.808994E+00	-2.462973E-01	 1.791571E+00	-2.909800E-01	 1.773410E+00	-3.364097E-01	 1.757436E+00	-3.762477E-01	 1.740820E+00	-4.179575E-01	 1.723791E+00	-4.611509E-01	 1.706075E+00	-5.057818E-01	 1.686203E+00	-5.527240E-01	 1.664004E+00	-5.992051E-01	 1.633289E+00	-6.518212E-01	 1.557687E+00	-7.197866E-01
 1.862049E+00	-7.302680E-02	 1.853751E+00	-1.258158E-01	 1.845716E+00	-1.614664E-01	 1.834279E+00	-2.026271E-01	 1.820423E+00	-2.460450E-01	 1.805206E+00	-2.905631E-01	 1.789288E+00	-3.358190E-01	 1.775265E+00	-3.754842E-01	 1.760667E+00	-4.169885E-01	 1.745699E+00	-4.599388E-01	 1.730062E+00	-5.042475E-01	 1.712236E+00	-5.505918E-01	 1.691813E+00	-5.959702E-01	 1.662815E+00	-6.466957E-01	 1.589042E+00	-7.091931E-01
 1.865296E+00	-7.278607E-02	 1.859426E+00	-1.253506E-01	 1.853087E+00	-1.608114E-01	 1.843660E+00	-2.017069E-01	 1.831967E+00	-2.448037E-01	 1.818998E+00	-2.889735E-01	 1.805368E+00	-3.338596E-01	 1.793339E+00	-3.731754E-01	 1.780806E+00	-4.142829E-01	 1.767950E+00	-4.567843E-01	 1.754442E+00	-5.005508E-01	 1.738696E+00	-5.460728E-01	 1.720039E+00	-5.901641E-01	 1.692691E+00	-6.389518E-01	 1.621688E+00	-6.984157E-01
 1.868543E+00	-7.226406E-02	 1.865105E+00	-1.243760E-01	 1.860471E+00	-1.595057E-01	 1.853063E+00	-1.999822E-01	 1.843552E+00	-2.425964E-01	 1.832850E+00	-2.862441E-01	 1.821532E+00	-3.305752E-01	 1.811518E+00	-3.693763E-01	 1.801076E+00	-4.099103E-01	 1.790354E+00	-4.517749E-01	 1.779000E+00	-4.948041E-01	 1.765359E+00	-5.393244E-01	 1.748493E+00	-5.820092E-01	 1.722838E+00	-6.287598E-01	 1.655326E+00	-6.867964E-01
 1.871776E+00	-7.146254E-02	 1.870764E+00	-1.229097E-01	 1.867833E+00	-1.575706E-01	 1.862445E+00	-1.974767E-01	 1.855120E+00	-2.394524E-01	 1.846695E+00	-2.824128E-01	 1.837699E+00	-3.260155E-01	 1.829712E+00	-3.641484E-01	 1.821371E+00	-4.039475E-01	 1.812800E+00	-4.450066E-01	 1.803615E+00	-4.871283E-01	 1.792112E+00	-5.305074E-01	 1.777110E+00	-5.717365E-01	 1.753307E+00	-6.164348E-01	 1.689660E+00	-6.735989E-01
 1.874981E+00	-7.038462E-02	 1.876379E+00	-1.209711E-01	 1.875143E+00	-1.550304E-01	 1.871769E+00	-1.942168E-01	 1.866629E+00	-2.354003E-01	 1.860480E+00	-2.775153E-01	 1.853809E+00	-3.202258E-01	 1.847853E+00	-3.575474E-01	 1.841623E+00	-3.964629E-01	 1.835211E+00	-4.365638E-01	 1.828211E+00	-4.776272E-01	 1.818882E+00	-5.197484E-01	 1.805835E+00	-5.595100E-01	 1.784078E+00	-6.022628E-01	 1.724422E+00	-6.583275E-01
 1.878144E+00	-6.903534E-02	 1.881931E+00	-1.185771E-01	 1.882375E+00	-1.519068E-01	 1.881002E+00	-1.902273E-01	 1.878036E+00	-2.304681E-01	 1.874156E+00	-2.715848E-01	 1.869806E+00	-3.132479E-01	 1.865879E+00	-3.496232E-01	 1.861761E+00	-3.875170E-01	 1.857515E+00	-4.265204E-01	 1.852714E+00	-4.663909E-01	 1.845589E+00	-5.071481E-01	 1.834565E+00	-5.454250E-01	 1.815001E+00	-5.863723E-01	 1.759416E+00	-6.408573E-01
 1.881255E+00	-6.742136E-02	 1.887399E+00	-1.157411E-01	 1.889501E+00	-1.482189E-01	 1.890109E+00	-1.855323E-01	 1.889297E+00	-2.246844E-01	 1.887667E+00	-2.646564E-01	 1.885622E+00	-3.051249E-01	 1.883715E+00	-3.404270E-01	 1.881702E+00	-3.771704E-01	 1.879621E+00	-4.149495E-01	 1.877024E+00	-4.535087E-01	 1.872127E+00	-4.928086E-01	 1.863171E+00	-5.295640E-01	 1.845894E+00	-5.687754E-01	 1.794514E+00	-6.213712E-01
 1.884300E+00	-6.555011E-02	 1.892759E+00	-1.124747E-01	 1.896493E+00	-1.439840E-01	 1.899051E+00	-1.801561E-01	 1.900362E+00	-2.180810E-01	 1.900953E+00	-2.567696E-01	 1.901185E+00	-2.959053E-01	 1.901276E+00	-3.300154E-01	 1.901349E+00	-3.654888E-01	 1.901418E+00	-4.019281E-01	 1.901022E+00	-4.390731E-01	 1.898371E+00	-4.768420E-01	 1.891531E+00	-5.120419E-01	 1.876627E+00	-5.495114E-01	 1.829624E+00	-6.001818E-01
 1.887269E+00	-6.342904E-02	 1.897988E+00	-1.087897E-01	 1.903319E+00	-1.392199E-01	 1.907788E+00	-1.741247E-01	 1.911180E+00	-2.106923E-01	 1.913950E+00	-2.479675E-01	 1.916419E+00	-2.856417E-01	 1.918474E+00	-3.184500E-01	 1.920600E+00	-3.525425E-01	 1.922788E+00	-3.875353E-01	 1.924574E+00	-4.231731E-01	 1.924182E+00	-4.593539E-01	 1.919515E+00	-4.929890E-01	 1.907098E+00	-5.287129E-01	 1.864626E+00	-5.775483E-01
 1.890148E+00	-6.106571E-02	 1.903064E+00	-1.046998E-01	 1.909949E+00	-1.339451E-01	 1.916280E+00	-1.674644E-01	 1.921701E+00	-2.025536E-01	 1.926598E+00	-2.382946E-01	 1.931251E+00	-2.743879E-01	 1.935224E+00	-3.057931E-01	 1.939357E+00	-3.384021E-01	 1.943620E+00	-3.718472E-01	 1.947549E+00	-4.058870E-01	 1.949402E+00	-4.404213E-01	 1.946954E+00	-4.724957E-01	 1.937141E+00	-5.065244E-01	 1.899320E+00	-5.535733E-01
 1.892925E+00	-5.846840E-02	 1.907964E+00	-1.002206E-01	 1.916355E+00	-1.281795E-01	 1.924490E+00	-1.602019E-01	 1.931880E+00	-1.936991E-01	 1.938841E+00	-2.277932E-01	 1.945615E+00	-2.621952E-01	 1.951452E+00	-2.921038E-01	 1.957535E+00	-3.231341E-01	 1.963814E+00	-3.549358E-01	 1.969826E+00	-3.872835E-01	 1.973877E+00	-4.200943E-01	 1.973637E+00	-4.505854E-01	 1.966482E+00	-4.829813E-01	 1.933420E+00	-5.282060E-01
 1.895587E+00	-5.564674E-02	 1.912670E+00	-9.536885E-02	 1.922509E+00	-1.219437E-01	 1.932383E+00	-1.523627E-01	 1.941674E+00	-1.841609E-01	 1.950628E+00	-2.165022E-01	 1.959450E+00	-2.491100E-01	 1.967089E+00	-2.774357E-01	 1.975056E+00	-3.067999E-01	 1.983282E+00	-3.368688E-01	 1.991303E+00	-3.674309E-01	 1.997470E+00	-3.984213E-01	 1.999365E+00	-4.272539E-01	 1.994820E+00	-4.580032E-01	 1.966592E+00	-5.013224E-01
 1.898121E+00	-5.261199E-02	 1.917161E+00	-9.016172E-02	 1.928385E+00	-1.152592E-01	 1.939927E+00	-1.439727E-01	 1.951041E+00	-1.739695E-01	 1.961908E+00	-2.044581E-01	 1.972698E+00	-2.351748E-01	 1.982070E+00	-2.618372E-01	 1.991851E+00	-2.894553E-01	 2.001949E+00	-3.177106E-01	 2.011898E+00	-3.464022E-01	 2.020086E+00	-3.754747E-01	 2.024004E+00	-4.025382E-01	 2.021941E+00	-4.315196E-01	 1.998520E+00	-4.728246E-01
 1.900515E+00	-4.937660E-02	 1.921417E+00	-8.461682E-02	 1.933959E+00	-1.081486E-01	 1.947088E+00	-1.350587E-01	 1.959940E+00	-1.631563E-01	 1.972632E+00	-1.916967E-01	 1.985302E+00	-2.204309E-01	 1.996330E+00	-2.453548E-01	 2.007847E+00	-2.711527E-01	 2.019741E+00	-2.975230E-01	 2.031537E+00	-3.242735E-01	 2.041659E+00	-3.513503E-01	 2.047499E+00	-3.765447E-01	 2.047773E+00	-4.035909E-01	 2.028963E+00	-4.427072E-01
 1.902759E+00	-4.595363E-02	 1.925418E+00	-7.875276E-02	 1.939203E+00	-1.006360E-01	 1.953833E+00	-1.256497E-01	 1.968328E+00	-1.517548E-01	 1.982747E+00	-1.782565E-01	 1.997199E+00	-2.049215E-01	 2.009801E+00	-2.280358E-01	 2.022970E+00	-2.519449E-01	 2.036574E+00	-2.763657E-01	 2.050138E+00	-3.011169E-01	 2.062119E+00	-3.261455E-01	 2.069807E+00	-3.494124E-01	 2.072302E+00	-3.744014E-01	 2.057770E+00	-4.110660E-01
 1.904844E+00	-4.235621E-02	 1.929144E+00	-7.258981E-02	 1.944093E+00	-9.274698E-02	 1.960127E+00	-1.157773E-01	 1.976163E+00	-1.398022E-01	 1.992202E+00	-1.641798E-01	 2.008327E+00	-1.886941E-01	 2.022409E+00	-2.099321E-01	 2.037136E+00	-2.318877E-01	 2.052358E+00	-2.542989E-01	 2.067601E+00	-2.769985E-01	 2.081361E+00	-2.999391E-01	 2.090836E+00	-3.212540E-01	 2.095464E+00	-3.441435E-01	 2.084855E+00	-3.780615E-01
 1.906760E+00	-3.859750E-02	 1.932575E+00	-6.615021E-02	 1.948603E+00	-8.450921E-02	 1.965938E+00	-1.054760E-01	 1.983400E+00	-1.273394E-01	 2.000941E+00	-1.495138E-01	 2.018621E+00	-1.718017E-01	 2.034080E+00	-1.911013E-01	 2.050258E+00	-2.110430E-01	 2.066992E+00	-2.313876E-01	 2.083810E+00	-2.519841E-01	 2.099250E+00	-2.727946E-01	 2.110425E+00	-2.921355E-01	 2.117090E+00	-3.129226E-01	 2.110136E+00	-3.438652E-01
 1.908498E+00	-3.469102E-02	 1.935694E+00	-5.945783E-02	 1.952707E+00	-7.595224E-02	 1.971231E+00	-9.478236E-02	 1.989997E+00	-1.144102E-01	 2.008912E+00	-1.343094E-01	 2.028016E+00	-1.543018E-01	 2.044738E+00	-1.716061E-01	 2.062249E+00	-1.894785E-01	 2.080375E+00	-2.077036E-01	 2.098645E+00	-2.261464E-01	 2.115638E+00	-2.447790E-01	 2.128391E+00	-2.621072E-01	 2.136964E+00	-2.807687E-01	 2.133488E+00	-3.086195E-01
 1.910050E+00	-3.065104E-02	 1.938484E+00	-5.253773E-02	 1.956382E+00	-6.710743E-02	 1.975977E+00	-8.373500E-02	 1.995916E+00	-1.010610E-01	 2.016067E+00	-1.186202E-01	 2.036453E+00	-1.362550E-01	 2.054315E+00	-1.515132E-01	 2.073030E+00	-1.672666E-01	 2.092413E+00	-1.833244E-01	 2.111998E+00	-1.995679E-01	 2.130398E+00	-2.159758E-01	 2.144582E+00	-2.312421E-01	 2.154900E+00	-2.477168E-01	 2.154716E+00	-2.724256E-01
 1.911408E+00	-2.649291E-02	 1.940932E+00	-4.541581E-02	 1.959610E+00	-5.800753E-02	 1.980147E+00	-7.237391E-02	 2.001120E+00	-8.733924E-02	 2.022362E+00	-1.025012E-01	 2.043879E+00	-1.177237E-01	 2.062746E+00	-1.308907E-01	 2.082525E+00	-1.444812E-01	 2.103022E+00	-1.583301E-01	 2.123773E+00	-1.723353E-01	 2.143424E+00	-1.864800E-01	 2.158885E+00	-1.996415E-01	 2.170767E+00	-2.138584E-01	 2.173572E+00	-2.353570E-01
 1.912566E+00	-2.223296E-02	 1.943025E+00	-3.811888E-02	 1.962372E+00	-4.868623E-02	 1.983719E+00	-6.074018E-02	 2.005580E+00	-7.329353E-02	 2.027758E+00	-8.600851E-02	 2.050245E+00	-9.877099E-02	 2.069975E+00	-1.098076E-01	 2.090669E+00	-1.211967E-01	 2.112124E+00	-1.328002E-01	 2.133880E+00	-1.445333E-01	 2.154617E+00	-1.563836E-01	 2.171192E+00	-1.674104E-01	 2.184440E+00	-1.793210E-01	 2.189804E+00	-1.974845E-01
 1.913520E+00	-1.788812E-02	 1.944752E+00	-3.067455E-02	 1.964653E+00	-3.917803E-02	 1.986672E+00	-4.887587E-02	 2.009268E+00	-5.897352E-02	 2.032221E+00	-6.919912E-02	 2.055512E+00	-7.946091E-02	 2.075956E+00	-8.833338E-02	 2.097406E+00	-9.748783E-02	 2.119652E+00	-1.068136E-01	 2.142240E+00	-1.162435E-01	 2.163876E+00	-1.257700E-01	 2.181380E+00	-1.346384E-01	 2.195764E+00	-1.442198E-01	 2.203203E+00	-1.588974E-01
 1.914265E+00	-1.347546E-02	 1.946105E+00	-2.311122E-02	 1.966441E+00	-2.951830E-02	 1.988987E+00	-3.682421E-02	 2.012161E+00	-4.443023E-02	 2.035722E+00	-5.213151E-02	 2.059644E+00	-5.985894E-02	 2.080649E+00	-6.653929E-02	 2.102690E+00	-7.343113E-02	 2.125553E+00	-8.045124E-02	 2.148785E+00	-8.754974E-02	 2.171115E+00	-9.472336E-02	 2.189331E+00	-1.014078E-01	 2.204586E+00	-1.086418E-01	 2.213640E+00	-1.197115E-01
 1.914800E+00	-9.011955E-03	 1.947076E+00	-1.545790E-02	 1.967726E+00	-1.974352E-02	 1.990651E+00	-2.462991E-02	 2.014242E+00	-2.971653E-02	 2.038240E+00	-3.486637E-02	 2.062616E+00	-4.003320E-02	 2.084022E+00	-4.449949E-02	 2.106486E+00	-4.910674E-02	 2.129788E+00	-5.379922E-02	 2.153473E+00	-5.854367E-02	 2.176280E+00	-6.333933E-02	 2.194978E+00	-6.781319E-02	 2.210825E+00	-7.267002E-02	 2.221071E+00	-8.006537E-02
 1.915121E+00	-4.514493E-03	 1.947661E+00	-7.744148E-03	 1.968500E+00	-9.891263E-03	 1.991654E+00	-1.233926E-02	 2.015495E+00	-1.488744E-02	 2.039758E+00	-1.746715E-02	 2.064406E+00	-2.005523E-02	 2.086054E+00	-2.229228E-02	 2.108772E+00	-2.459977E-02	 2.132335E+00	-2.694971E-02	 2.156285E+00	-2.932536E-02	 2.179365E+00	-3.172676E-02	 2.198330E+00	-3.396912E-02	 2.214507E+00	-3.641094E-02	 2.225507E+00	-4.010998E-02
 1.915229E+00	-1.009701E-08	 1.947856E+00	-1.732083E-08	 1.968758E+00	-2.212321E-08	 1.991988E+00	-2.759851E-08	 2.015914E+00	-3.329777E-08	 2.040265E+00	-3.906747E-08	 2.065004E+00	-4.485577E-08	 2.086733E+00	-4.985889E-08	 2.109535E+00	-5.501942E-08	 2.133185E+00	-6.027468E-08	 2.157222E+00	-6.558706E-08	 2.180390E+00	-7.095701E-08	 2.199438E+00	-7.597306E-08	 2.215720E+00	-8.144236E-08	 2.226981E+00	-8.971004E-08
